clean_sentence,noisy_sentence,error_type
সময়ের সঙ্গে ইনক্রিমেন্ট যুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,সময়ের সঙ্গে ইনক্রিমেন্টযুক্ত হয়ে এই মূল বেতন সর্বোচ্চ ৫৮ হাজার টাকা পর্যন্ত হওয়ার সুযোগ রয়েছে।,run_on
আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিক হবে।,আজ থেকে ষিল্পে সরবরাহ আরও স্বাভাবিক হবে।,phonetic
আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিক হবে।,আজ থেকে শিল্পে সরবরাহ আরও স্বাভাভিক হবে।,visual
আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিক হবে।,আজ থেকে শিল্পে সরবরাহ আরও ল্বাভাবিক হবে।,keyboard
আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিক হবে।,আজ থেকে শিল্পে সরবরাহ আরও স্বাভা বিক হবে।,split
আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিক হবে।,আজ থেকে শিল্পে সরবরাহ আরও স্বাভাবিকহবে।,run_on
সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,সামগ্রিক অবস্থানে বড় পতনের পরও দক্শিণ এশিয়ায় বাংলাদেশ প্রথম।,phonetic
সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,সামগ্রিক অবস্থানে বঢ় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,visual
সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,সামগ্রেক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,keyboard
সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষি ণ এশিয়ায় বাংলাদেশ প্রথম।,split
সামগ্রিক অবস্থানে বড় পতনের পরও দক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,সামগ্রিক অবস্থানে বড় পতনের পরওদক্ষিণ এশিয়ায় বাংলাদেশ প্রথম।,run_on
বিশেষ অতিথি ছিলেন ব্যবসায় শিক্ষা অনুষদের ডিন অধ্যাপক মাহমুদ ওসমান ইমাম এবং বাংলাদেশ ব্যাংকের বাংলাদেশ ফিন্যান্সিয়াল ইন্টেলিজেন্স ইউনিটের (বিএফআইইউ) প্রধান ইকতিয়ারউদ্দিন মো. মামুন।,বিশেষ অতিথি ছিলেন ব্যবসায় শিক্ষা অনুষদের ডিন অধ্যাপক মাহমুদ ওসমান ইমাম এবং বাংলাদেশ ব্যাংকের বাংলাদেশ ফিণ্যান্সিয়াল ইন্টেলিজেন্স ইউনিটের (বিএফআইইউ) প্রধান ইকতিয়ারউদ্দিন মো. মামুন।,phonetic
